MUNICÍPIO,MÊS,PRODUTO,ESTADO,REGIÃO,PREÇO PONDERADO,PREÇO PONDERADO MÍNIMO,PREÇO PONDERADO MÁXIMO,NÚMERO DE POSTOS PESQUISADOS
CAMPOS DOS GOYTACAZES,2019-05-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.678064516129032,3.519967741935484,3.9156774193548385,72.0
PARNAIBA,2019-05-31,ÓLEO DIESEL S10,PIAUI,NORDESTE,3.9481935483870965,3.779,3.999,49.0
SAQUAREMA,2019-05-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.8416774193548386,3.7410645161290317,3.934483870967742,23.0
ALFENAS,2019-05-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,5.004419354838709,4.718032258064516,5.099,35.0
SOUSA,2019-05-31,GASOLINA COMUM,PARAIBA,NORDESTE,4.7216774193548385,4.623774193548387,4.83641935483871,30.0
MOGI MIRIM,2019-05-31,GLP,SAO PAULO,SUDESTE,56.854838709677416,55.0,66.25806451612902,40.0
VALPARAISO DE GOIAS,2019-05-31,GLP,GOIAS,CENTRO OESTE,62.35161290322581,55.516129032258064,70.0,50.0
BARUERI,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.5742333333333334,2.4240000000000004,2.972333333333333,108.0
MAGE,2019-06-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.855533333333333,3.6256666666666666,4.2490000000000006,42.0
SERRA TALHADA,2019-06-30,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.658433333333333,3.5606666666666666,3.7999999999999994,55.0
VICOSA,2019-06-30,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.331833333333333,3.24,3.4209333333333336,36.0
ARAPONGAS,2019-06-30,ÓLEO DIESEL,PARANA,SUL,3.4336333333333338,3.3680000000000003,3.543333333333334,35.0
BAGE,2019-06-30,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,4.038166666666667,3.923,4.121033333333333,53.0
BLUMENAU,2019-06-30,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.621033333333333,3.3920333333333335,3.8666000000000005,98.0
PALMAS,2019-06-30,ÓLEO DIESEL S10,TOCANTINS,NORTE,3.6272333333333333,3.422,3.791333333333333,59.0
JANAUBA,2019-06-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.906666666666666,4.833666666666666,5.0046,40.0
TABOAO DA SERRA,2019-06-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.190533333333334,3.9863333333333335,4.992,78.0
EUNAPOLIS,2019-06-30,GLP,BAHIA,NORDESTE,65.80103333333334,64.46666666666667,68.0,35.0
SALVADOR,2019-06-30,GNV,BAHIA,NORDESTE,3.1576,3.0260000000000007,3.2785333333333337,79.0
CONCORDIA,2019-07-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.755193548387097,3.6114516129032257,3.9223548387096767,15.0
ITAPEVA,2019-07-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.903967741935484,2.6241612903225806,3.0879354838709676,50.0
ITAPETININGA,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4556451612903225,3.1925483870967737,3.8402258064516133,54.0
JANUARIA,2019-07-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.778483870967742,3.75,3.8345161290322585,30.0
MATAO,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.417,3.2318387096774193,3.7751290322580644,63.0
MOGI GUACU,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.4517419354838705,3.254161290322581,3.699,44.0
MARACANAU,2019-07-31,ÓLEO DIESEL S10,CEARA,NORDESTE,3.6540645161290324,3.5889032258064515,3.733096774193548,50.0
SAO JOSE,2019-07-31,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.5693548387096774,3.3211612903225807,3.7156774193548383,69.0
SAPIRANGA,2019-07-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.4549677419354836,3.249,3.589,40.0
ITAPERUNA,2019-07-31,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.929709677419355,4.891064516129032,4.984064516129032,35.0
MAUA,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.107161290322581,3.8860967741935486,4.299,50.0
CAMPINAS,2019-07-31,GLP,SAO PAULO,SUDESTE,64.36083870967742,59.28225806451613,69.54838709677419,55.0
CONSELHEIRO LAFAIETE,2019-07-31,GLP,MINAS GERAIS,SUDESTE,61.17054838709678,57.32258064516129,65.0,35.0
IPATINGA,2019-07-31,GLP,MINAS GERAIS,SUDESTE,73.50022580645161,67.7741935483871,78.22580645161291,80.0
JATAI,2019-07-31,GLP,GOIAS,CENTRO OESTE,75.4064193548387,69.35483870967742,80.0,75.0
SAO JOSE,2019-07-31,GLP,SANTA CATARINA,SUL,67.43661290322581,67.43451612903225,67.43870967741935,10.0
VOTUPORANGA,2019-07-31,GLP,SAO PAULO,SUDESTE,65.96690322580646,63.87096774193549,69.9958064516129,20.0
LAJEADO,2019-08-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.062,3.999,4.25,4.0
AMPARO,2019-08-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.491,3.409,3.54,8.0
SAO BERNARDO DO CAMPO,2019-08-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.499,3.499,3.499,1.0
SANTA INES,2019-08-31,GASOLINA COMUM,MARANHAO,NORDESTE,4.502,4.479,4.539,6.0
ITABORAI,2019-08-31,GLP,RIO DE JANEIRO,SUDESTE,61.75,55.0,65.0,4.0
ITAGUAI,2019-08-31,GNV,RIO DE JANEIRO,SUDESTE,2.994,2.989,2.999,4.0
JUIZ DE FORA,2019-08-31,GNV,MINAS GERAIS,SUDESTE,3.699,3.699,3.699,1.0
AGUAS LINDAS DE GOIAS,2019-01-31,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,2.93241935483871,2.906483870967742,2.9838709677419355,25.0
ANGRA DOS REIS,2019-01-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.7989354838709675,3.5940967741935483,3.941258064516129,28.0
FLORIANOPOLIS,2018-12-31,ÓLEO DIESEL,SANTA CATARINA,SUL,3.574,3.549,3.598,2.0
LINS,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.399,2.999,3.599,6.0
MAGE,2019-01-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.4113548387096775,3.293483870967742,3.561225806451613,14.0
SANTA ROSA,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.475,3.39,3.578,7.0
SABARA,2019-01-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.416677419354838,3.3051290322580646,3.5151290322580646,25.0
ARARIPINA,2018-12-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.646,4.44,4.8,9.0
ITAPETININGA,2019-01-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.147709677419355,3.7899677419354836,4.399,70.0
MARACANAU,2019-01-31,GASOLINA COMUM,CEARA,NORDESTE,4.047516129032258,3.970967741935484,4.106129032258064,50.0
BARRA DO PIRAI,2019-01-31,GLP,RIO DE JANEIRO,SUDESTE,72.87219354838709,71.93870967741935,74.67741935483872,15.0
BARUERI,2018-12-31,GLP,SAO PAULO,SUDESTE,68.25,65.0,75.0,12.0
CANINDE,2018-12-31,GLP,CEARA,NORDESTE,66.0,65.0,67.0,3.0
SANTA BARBARA D'OESTE,2018-12-31,GLP,SAO PAULO,SUDESTE,64.077,55.0,68.0,13.0
SANTA CRUZ DO CAPIBARIBE,2018-12-31,GLP,PERNAMBUCO,NORDESTE,65.2,65.0,66.0,5.0
OLINDA,2018-12-31,GNV,PERNAMBUCO,NORDESTE,2.699,2.699,2.699,1.0
SAPUCAIA DO SUL,2019-01-31,GNV,RIO GRANDE DO SUL,SUL,2.0511612903225807,2.0511612903225807,2.0511612903225807,3.0
CARUARU,2019-02-28,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.131107142857143,3.0018214285714286,3.375,73.0
ITABAIANA,2019-02-28,ETANOL HIDRATADO,SERGIPE,NORDESTE,3.332928571428572,3.299,3.3668571428571425,12.0
SAO JOAO DE MERITI,2019-02-28,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.5059642857142856,3.07825,3.934714285714286,53.0
GURUPI,2019-02-28,ÓLEO DIESEL,TOCANTINS,NORTE,3.5733928571428573,3.3432857142857144,3.899,45.0
LAJEADO,2019-02-28,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.264321428571429,3.2169999999999996,3.311464285714286,10.0
MANACAPURU,2019-02-28,ÓLEO DIESEL,AMAZONAS,NORTE,3.7841071428571427,3.772142857142857,3.7899999999999996,17.0
OLIMPIA,2019-02-28,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.3711428571428574,3.2400714285714285,3.659357142857143,32.0
SAO LUIZ GONZAGA,2019-02-28,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.3708214285714284,3.29,3.4857500000000003,22.0
SINOP,2019-02-28,ÓLEO DIESEL,MATO GROSSO,CENTRO OESTE,3.88075,3.699,4.066857142857143,43.0
ITAGUAI,2019-02-28,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.58725,3.3854285714285712,3.822214285714286,35.0
LIMEIRA,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.3675357142857143,3.1401785714285713,3.6682500000000005,85.0
PRESIDENTE VENCESLAU,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.542785714285714,3.399,3.6918571428571427,45.0
BELO JARDIM,2019-02-28,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.2756428571428575,4.195107142857142,4.299,35.0
ITAUNA,2019-02-28,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.606464285714286,4.521857142857143,4.670464285714286,35.0
ALTAMIRA,2019-02-28,GLP,PARA,NORTE,89.91964285714286,85.0,95.0,40.0
BRAGANCA,2019-02-28,GLP,PARA,NORTE,76.9165,74.0,80.00000000000001,30.0
PRAIA GRANDE,2019-02-28,GLP,SAO PAULO,SUDESTE,72.88360714285714,70.0,77.28571428571429,40.0
CACAPAVA,2019-03-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.833225806451613,2.5706129032258063,3.0966129032258065,78.0
VALPARAISO DE GOIAS,2019-03-31,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,2.9164838709677423,2.844161290322581,2.9990000000000006,52.0
ASSIS CHATEAUBRIAND,2019-03-31,ÓLEO DIESEL,PARANA,SUL,3.3297096774193546,3.2367741935483867,3.4251612903225803,50.0
NOVA ANDRADINA,2019-03-31,ÓLEO DIESEL,MATO GROSSO DO SUL,CENTRO OESTE,3.622225806451613,3.49,3.863516129032258,30.0
VALENCA,2019-03-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.6496451612903225,3.4035806451612904,3.833193548387097,28.0
APUCARANA,2019-03-31,ÓLEO DIESEL S10,PARANA,SUL,3.4603225806451614,3.3606451612903228,3.544709677419355,54.0
JABOATAO DOS GUARARAPES,2019-03-31,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.5594516129032256,3.4493870967741938,3.7664516129032255,64.0
JEQUIE,2019-03-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.6695806451612905,3.528032258064516,3.830258064516129,36.0
SANTA BARBARA D'OESTE,2019-03-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.3731290322580643,3.254354838709677,3.4767419354838713,60.0
ITUMBIARA,2019-03-31,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.483612903225806,4.339645161290322,4.5928387096774195,102.0
JOSE BONIFACIO,2019-03-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.099193548387097,3.85,4.4344838709677425,48.0
ARAUCARIA,2019-03-31,GLP,PARANA,SUL,64.56609677419355,60.0,70.0,78.0
BAURU,2019-03-31,GLP,SAO PAULO,SUDESTE,65.98619354838709,60.748387096774195,71.58064516129032,78.0
FORMOSA,2019-03-31,GLP,GOIAS,CENTRO OESTE,74.40129032258065,70.0,79.70516129032258,66.0
SANTANA,2019-03-31,GLP,AMAPA,NORTE,77.12903225806451,73.25806451612904,79.99999999999999,36.0
SANTO ANTONIO DE JESUS,2019-03-31,GNV,BAHIA,NORDESTE,1.8290322580645162,1.8290322580645162,1.8290322580645162,3.0
MOSSORO,2019-04-30,ETANOL HIDRATADO,RIO GRANDE DO NORTE,NORDESTE,3.5405,3.472666666666667,3.6499999999999995,77.0
RECIFE,2019-04-30,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.4112,3.2298000000000004,3.589,154.0
GOIATUBA,2019-04-30,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.5626,3.4678666666666667,3.684,35.0
GUAXUPE,2019-04-30,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.517333333333333,3.4160000000000004,3.6418666666666666,27.0
NOVA FRIBURGO,2019-04-30,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.5152333333333337,3.28,3.693,36.0
MARACANAU,2019-04-30,ÓLEO DIESEL S10,CEARA,NORDESTE,3.760266666666667,3.67,3.8293333333333335,50.0
ITUIUTABA,2019-04-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.847466666666666,4.6918999999999995,4.955666666666667,67.0
NOVO HAMBURGO,2019-04-30,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.607466666666666,4.5489,4.652333333333334,70.0
SAO VICENTE,2019-04-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.2925,3.9331333333333336,4.634533333333333,60.0
BIGUACU,2019-04-30,GLP,SANTA CATARINA,SUL,67.53333333333333,66.73333333333333,68.33333333333334,10.0
ITABIRA,2019-04-30,GLP,MINAS GERAIS,SUDESTE,74.67999999999999,67.6,84.06666666666666,25.0
ITU,2019-04-30,GLP,SAO PAULO,SUDESTE,62.78113333333333,58.333333333333336,66.86666666666667,35.0
SERRA,2019-04-30,GLP,ESPIRITO SANTO,SUDESTE,64.3584,60.2,69.05666666666667,105.0
JUAZEIRO,2019-05-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.988935483870968,3.9008387096774193,4.0358709677419355,47.0
PARAGUACU PAULISTA,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8443225806451613,2.7248064516129036,2.965258064516129,45.0
VITORIA DA CONQUISTA,2019-05-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.6491935483870965,3.4171612903225808,3.8826774193548386,50.0
ITAJUBA,2019-05-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.733548387096774,3.642548387096774,3.8377096774193546,21.0
ITAPEVA,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.712774193548387,3.319,3.9860967741935487,34.0
MOGI MIRIM,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.504612903225807,3.3530967741935487,3.633838709677419,29.0
ITAJUBA,2019-05-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.853709677419355,3.742548387096774,3.899,24.0
ITAPECERICA DA SERRA,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.623806451612903,3.519967741935484,3.7377096774193546,50.0
RONDONOPOLIS,2019-05-31,ÓLEO DIESEL S10,MATO GROSSO,CENTRO OESTE,4.109258064516129,3.952,4.32483870967742,98.0
MOGI GUACU,2019-05-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.333774193548387,4.0967419354838706,4.544161290322581,65.0
TRINDADE,2019-05-31,GASOLINA COMUM,GOIAS,CENTRO OESTE,4.747193548387097,4.602354838709678,4.873193548387096,35.0
CACERES,2019-05-31,GLP,MATO GROSSO,CENTRO OESTE,80.60483870967742,70.64516129032258,89.99999999999999,40.0
CARAGUATATUBA,2019-05-31,GLP,SAO PAULO,SUDESTE,67.64509677419355,60.0,75.99999999999999,15.0
EUNAPOLIS,2019-05-31,GLP,BAHIA,NORDESTE,65.11632258064516,63.0,67.61290322580645,28.0
GOVERNADOR VALADARES,2019-05-31,GLP,MINAS GERAIS,SUDESTE,74.21216129032258,66.7741935483871,79.99999999999999,40.0
NITEROI,2019-05-31,GLP,RIO DE JANEIRO,SUDESTE,63.55958064516129,60.0,67.41935483870967,35.0
BRASILIA,2019-05-31,GNV,DISTRITO FEDERAL,CENTRO OESTE,0.42438709677419356,0.42438709677419356,0.42438709677419356,1.0
MACAE,2019-05-31,GNV,RIO DE JANEIRO,SUDESTE,3.34841935483871,3.2705161290322584,3.3903870967741936,19.0
SANTOS,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8335,2.5572333333333335,3.1956333333333333,84.0
SAO ROQUE,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8572666666666664,2.7313333333333327,2.9284,54.0
VOTUPORANGA,2019-06-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.6332000000000004,2.4930000000000003,2.7690333333333337,72.0
BLUMENAU,2019-06-30,ÓLEO DIESEL,SANTA CATARINA,SUL,3.4545333333333335,3.3276999999999997,3.6023333333333336,45.0
CORONEL FABRICIANO,2019-06-30,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.5927,3.5307000000000004,3.6851333333333334,28.0
GUARATINGUETA,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.7609999999999997,3.338733333333333,4.052333333333333,44.0
SANTANA DO LIVRAMENTO,2019-06-30,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.7607666666666666,3.665966666666667,3.7811666666666666,43.0
TEFE,2019-06-30,ÓLEO DIESEL S10,AMAZONAS,NORTE,4.216433333333333,4.15,4.25,19.0
TORRES,2019-06-30,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.6538000000000004,3.5139666666666667,3.7945,30.0
NOVA ANDRADINA,2019-06-30,GASOLINA COMUM,MATO GROSSO DO SUL,CENTRO OESTE,4.5959666666666665,4.3816999999999995,4.8453333333333335,36.0
UBATUBA,2019-06-30,GASOLINA COMUM,SAO PAULO,SUDESTE,4.342366666666667,4.154,4.522033333333333,54.0
SALTO,2019-06-30,GNV,SAO PAULO,SUDESTE,1.7914666666666665,1.7914666666666665,1.7914666666666665,4.0
ITABIRA,2019-07-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.1271612903225803,3.046,3.2957741935483873,45.0
PARNAIBA,2019-07-31,ETANOL HIDRATADO,PIAUI,NORDESTE,3.6583870967741934,3.577096774193548,3.7367419354838707,33.0
SUMARE,2019-07-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.580258064516129,2.3512580645161294,2.832225806451613,80.0
CONTAGEM,2019-07-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.4625483870967737,3.3883548387096774,3.5725483870967745,50.0
LINS,2019-07-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.614064516129033,3.408032258064516,3.8454516129032257,29.0
JOINVILLE,2019-07-31,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.533516129032258,3.2389032258064514,3.899,79.0
VOTUPORANGA,2019-07-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.658354838709677,3.4964516129032264,3.932258064516129,51.0
ITAPIPOCA,2019-07-31,GASOLINA COMUM,CEARA,NORDESTE,4.675064516129032,4.610451612903225,4.744516129032259,27.0
POCOES,2019-07-31,GASOLINA COMUM,BAHIA,NORDESTE,4.517064516129032,4.420935483870967,4.605903225806451,35.0
BRAGANCA PAULISTA,2019-07-31,GLP,SAO PAULO,SUDESTE,61.305032258064514,54.995483870967746,69.9774193548387,35.0
SAO BERNARDO DO CAMPO,2019-07-31,GLP,SAO PAULO,SUDESTE,71.59687096774194,62.31806451612903,88.0558064516129,50.0
SAO PAULO,2019-07-31,GNV,SAO PAULO,SUDESTE,2.9552580645161286,2.6809354838709676,3.1977096774193545,53.0
DELMIRO GOUVEIA,2019-08-31,ÓLEO DIESEL,ALAGOAS,NORDESTE,3.914,3.858,3.988,7.0
LONDRINA,2019-08-31,ÓLEO DIESEL,PARANA,SUL,3.359,3.19,3.49,8.0
POCOS DE CALDAS,2019-08-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.709,3.569,3.799,9.0
BAYEUX,2019-08-31,ÓLEO DIESEL S10,PARAIBA,NORDESTE,3.444,3.39,3.619,7.0
LAURO DE FREITAS,2019-08-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.589,3.39,3.79,9.0
CURITIBA,2019-08-31,GASOLINA COMUM,PARANA,SUL,3.928,3.739,4.44,54.0
JOAO PESSOA,2019-08-31,GASOLINA COMUM,PARAIBA,NORDESTE,4.334,3.69,4.399,24.0
TUPA,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.273,4.249,4.299,11.0
CAMETA,2019-08-31,GLP,PARA,NORTE,78.75,75.0,85.0,4.0
FLORIANOPOLIS,2019-08-31,GLP,SANTA CATARINA,SUL,70.271,69.9,72.0,7.0
MOSSORO,2019-08-31,GLP,RIO GRANDE DO NORTE,NORDESTE,68.25,67.0,70.0,4.0
BETIM,2019-08-31,GNV,MINAS GERAIS,SUDESTE,3.597,3.597,3.597,1.0
NITEROI,2019-08-31,GNV,RIO DE JANEIRO,SUDESTE,2.999,2.999,2.999,5.0
CACERES,2018-12-31,ETANOL HIDRATADO,MATO GROSSO,CENTRO OESTE,2.874,2.799,2.999,11.0
FEIRA DE SANTANA,2018-12-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.281,2.97,3.479,20.0
MURIAE,2019-01-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.9520967741935484,2.89,3.1260967741935484,45.0
OSORIO,2018-12-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.963,3.79,4.099,3.0
TOLEDO,2019-01-31,ETANOL HIDRATADO,PARANA,SUL,2.914322580645161,2.807096774193548,3.09,85.0
VOTUPORANGA,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.76,2.499,2.799,12.0
BOA VISTA,2018-12-31,ÓLEO DIESEL,RORAIMA,NORTE,3.585,3.39,3.73,12.0
ITAJUBA,2019-01-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.4559999999999995,3.4489999999999994,3.4589999999999996,15.0
LAJEADO,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.276,3.25,3.302,2.0
MOCOCA,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.254,2.999,3.79,9.0
PARAGUACU PAULISTA,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.461,3.289,3.599,6.0
PARAUAPEBAS,2019-01-31,ÓLEO DIESEL,PARA,NORTE,4.022645161290322,3.9283870967741934,4.107225806451613,39.0
VIAMAO,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.463,3.299,3.597,4.0
SAO JOSE DO RIO PRETO,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.435870967741936,3.212548387096774,3.7032903225806453,83.0
VALINHOS,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.351258064516129,3.180290322580645,3.6151290322580647,52.0
VARZEA GRANDE,2018-12-31,ÓLEO DIESEL S10,MATO GROSSO,CENTRO OESTE,3.889,3.69,3.999,14.0
XINGUARA,2019-01-31,ÓLEO DIESEL S10,PARA,NORTE,3.865322580645161,3.605483870967742,4.1736774193548385,22.0
DRACENA,2019-01-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.260580645161291,4.2,4.299,50.0
IGUATU,2019-01-31,GASOLINA COMUM,CEARA,NORDESTE,4.5363870967741935,4.476774193548387,4.594064516129032,45.0
PALMEIRA DOS INDIOS,2018-12-31,GASOLINA COMUM,ALAGOAS,NORDESTE,4.612,4.53,4.66,8.0
PARNAMIRIM,2019-01-31,GASOLINA COMUM,RIO GRANDE DO NORTE,NORDESTE,4.172741935483871,4.087096774193548,4.274967741935484,60.0
BALNEARIO CAMBORIU,2018-12-31,GLP,SANTA CATARINA,SUL,75.0,75.0,75.0,4.0
TEOFILO OTONI,2019-01-31,GLP,MINAS GERAIS,SUDESTE,70.83125806451612,66.12903225806451,76.16129032258064,65.0
ITABUNA,2019-02-28,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.581214285714286,3.3014285714285716,3.856785714285714,70.0
LAJEADO,2019-02-28,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.415035714285714,3.253,3.779,30.0
BOM DESPACHO,2019-02-28,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.415035714285714,4.191857142857143,4.540964285714286,35.0
HORTOLANDIA,2019-02-28,GASOLINA COMUM,SAO PAULO,SUDESTE,3.916107142857143,3.7489285714285714,4.0078571428571435,65.0
PRESIDENTE DUTRA,2019-02-28,GASOLINA COMUM,MARANHAO,NORDESTE,4.237535714285714,4.199,4.293821428571429,20.0
MOCOCA,2019-02-28,GLP,SAO PAULO,SUDESTE,72.2,68.5,75.0,25.0
SANTANA,2019-02-28,GLP,AMAPA,NORTE,76.46417857142856,73.0,79.35714285714286,30.0
OSORIO,2019-02-28,GNV,RIO GRANDE DO SUL,SUL,1.0443214285714286,1.0443214285714286,1.0443214285714286,2.0
RIBEIRAO PRETO,2019-02-28,GNV,SAO PAULO,SUDESTE,1.685357142857143,1.685,1.6856428571428572,4.0
VALENCA,2019-03-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,4.098096774193548,3.7309999999999994,4.334548387096774,52.0
ITUIUTABA,2019-03-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.620064516129032,3.4358709677419355,3.7242258064516127,60.0
UNIAO DA VITORIA,2019-03-31,ÓLEO DIESEL S10,PARANA,SUL,3.472032258064516,3.296774193548387,3.6154838709677417,48.0
APUCARANA,2019-03-31,GASOLINA COMUM,PARANA,SUL,4.276838709677419,4.18,4.380967741935484,78.0
JAU,2019-03-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.121354838709677,4.04158064516129,4.200064516129032,74.0
LAJEDO,2019-03-31,GASOLINA COMUM,PERNAMBUCO,NORDESTE,4.204967741935484,4.140322580645161,4.25116129032258,36.0
IBITINGA,2019-03-31,GLP,SAO PAULO,SUDESTE,70.81048387096774,65.32258064516128,75.0,48.0
OURINHOS,2019-03-31,GLP,SAO PAULO,SUDESTE,66.54606451612904,60.0,70.90322580645162,66.0
TORRES,2019-03-31,GLP,RIO GRANDE DO SUL,SUL,75.51612903225805,70.4516129032258,79.96774193548386,30.0
PATROCINIO,2019-04-30,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.784066666666667,3.655666666666667,3.9176666666666673,35.0
PIRIPIRI,2019-04-30,ÓLEO DIESEL,PIAUI,NORDESTE,3.6395666666666666,3.5579999999999994,3.748466666666667,17.0
ITAJUBA,2019-04-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.8068,3.6857666666666664,3.8795666666666664,28.0
MANHUACU,2019-04-30,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.658633333333334,3.562333333333333,3.780333333333333,26.0
GRAMADO,2019-04-30,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.796333333333333,4.73,4.876,30.0
GUANAMBI,2019-04-30,GASOLINA COMUM,BAHIA,NORDESTE,4.766,4.679533333333333,4.882,50.0
