MUNICÍPIO,MÊS,PRODUTO,ESTADO,REGIÃO,PREÇO PONDERADO,PREÇO PONDERADO MÍNIMO,PREÇO PONDERADO MÁXIMO,NÚMERO DE POSTOS PESQUISADOS
TATUI,2019-05-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.658483870967742,3.4128709677419353,3.887387096774194,24.0
VITORIA DA CONQUISTA,2019-05-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.621935483870968,3.5228709677419356,3.8080322580645154,40.0
AVARE,2019-05-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.762806451612903,3.5889999999999995,3.9248064516129033,39.0
GARANHUNS,2019-05-31,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.5716451612903226,3.481483870967742,3.6100000000000003,55.0
PORTO SEGURO,2019-05-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,4.343709677419355,4.225354838709677,4.442709677419355,27.0
VITORIA DA CONQUISTA,2019-05-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.756967741935483,3.6228709677419353,3.8951290322580645,30.0
ARACRUZ,2019-05-31,GLP,ESPIRITO SANTO,SUDESTE,64.85138709677419,57.41935483870967,68.83870967741935,35.0
PINHEIRO,2019-05-31,GLP,MARANHAO,NORDESTE,84.41906451612903,83.25806451612902,84.99999999999999,15.0
RESENDE,2019-05-31,GNV,RIO DE JANEIRO,SUDESTE,3.3739354838709676,3.310516129032258,3.399,21.0
SAO CARLOS,2019-05-31,GNV,SAO PAULO,SUDESTE,3.4291290322580643,3.429,3.43,14.0
SAPIRANGA,2019-05-31,GNV,RIO GRANDE DO SUL,SUL,3.3478387096774194,3.3478387096774194,3.3478387096774194,5.0
SALVADOR,2019-06-30,ETANOL HIDRATADO,BAHIA,NORDESTE,3.4349000000000003,3.1950000000000003,3.7234333333333334,522.0
QUIXADA,2019-06-30,ÓLEO DIESEL,CEARA,NORDESTE,3.8428666666666667,3.7931999999999997,3.9023,35.0
SAO GABRIEL,2019-06-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.6321333333333334,3.479333333333334,3.7285666666666666,36.0
ASSIS CHATEAUBRIAND,2019-06-30,ÓLEO DIESEL S10,PARANA,SUL,3.4938333333333333,3.2546666666666666,3.618666666666667,54.0
BRUMADO,2019-06-30,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.7710999999999997,3.621966666666667,4.088133333333333,42.0
LIVRAMENTO DE NOSSA SENHORA,2019-06-30,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.7697333333333334,3.6878666666666664,3.8723333333333336,18.0
MANAUS,2019-06-30,ÓLEO DIESEL S10,AMAZONAS,NORTE,3.8026,3.6283333333333334,3.9687666666666668,184.0
MOCOCA,2019-06-30,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5319666666666665,3.339666666666667,3.736333333333333,47.0
ARACAJU,2019-06-30,GASOLINA COMUM,SERGIPE,NORDESTE,4.466466666666666,4.411,4.5678,126.0
MACEIO,2019-06-30,GASOLINA COMUM,ALAGOAS,NORDESTE,4.5873,4.288566666666667,4.864333333333334,143.0
POCOS DE CALDAS,2019-06-30,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.719900000000001,4.408566666666667,4.925933333333333,66.0
IPATINGA,2019-06-30,GLP,MINAS GERAIS,SUDESTE,73.29180000000001,66.13333333333333,78.96666666666667,96.0
TRES LAGOAS,2019-06-30,GLP,MATO GROSSO DO SUL,CENTRO OESTE,69.286,65.0,76.0,42.0
CACAPAVA,2019-06-30,GNV,SAO PAULO,SUDESTE,2.7990000000000004,2.7990000000000004,2.7990000000000004,6.0
RIO LARGO,2019-06-30,GNV,ALAGOAS,NORDESTE,3.4878,3.4761333333333333,3.4989999999999997,12.0
ARAGUARI,2019-07-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.8889354838709673,2.809,3.09,80.0
CRATEUS,2019-07-31,ÓLEO DIESEL,CEARA,NORDESTE,3.795032258064516,3.7448387096774187,3.8853870967741937,27.0
ITUMBIARA,2019-07-31,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.476967741935484,3.3474193548387094,3.6911612903225803,76.0
CONGONHAS,2019-07-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.6975483870967745,3.5517096774193546,3.889,30.0
CORUMBA,2019-07-31,ÓLEO DIESEL S10,MATO GROSSO DO SUL,CENTRO OESTE,3.8229032258064515,3.777,3.8751612903225805,33.0
GUAXUPE,2019-07-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.4905483870967737,3.3570645161290322,3.6399677419354837,28.0
ARARANGUA,2019-07-31,GASOLINA COMUM,SANTA CATARINA,SUL,3.9758709677419355,3.924225806451613,4.066774193548388,55.0
ITAPETININGA,2019-07-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.266903225806451,4.018677419354839,4.52,70.0
PELOTAS,2019-07-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.695096774193548,4.581483870967742,4.851193548387097,70.0
PRESIDENTE DUTRA,2019-07-31,GASOLINA COMUM,MARANHAO,NORDESTE,4.534129032258064,4.435806451612903,4.619967741935484,20.0
LINS,2019-07-31,GLP,SAO PAULO,SUDESTE,65.00403225806451,60.0,69.35483870967742,40.0
SERRINHA,2019-07-31,GLP,BAHIA,NORDESTE,57.742064516129034,56.12903225806451,60.0,15.0
URUGUAIANA,2019-07-31,GLP,RIO GRANDE DO SUL,SUL,82.53225806451613,77.90322580645162,87.25806451612902,50.0
RIO LARGO,2019-07-31,GNV,ALAGOAS,NORDESTE,3.499,3.499,3.499,8.0
CAICO,2019-08-31,ETANOL HIDRATADO,RIO GRANDE DO NORTE,NORDESTE,3.715,3.59,3.89,4.0
OURINHOS,2019-08-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.405,2.299,2.499,16.0
JOAO PINHEIRO,2019-08-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.646,3.459,3.879,6.0
ITAMARAJU,2019-08-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.73,3.69,3.839,4.0
LIVRAMENTO DE NOSSA SENHORA,2019-08-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.667,3.57,3.799,4.0
MONTE ALTO,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.198,4.099,4.299,10.0
EMBU DAS ARTES,2019-08-31,GLP,SAO PAULO,SUDESTE,67.6,65.0,70.0,5.0
ARAGUARI,2018-12-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.947,2.839,3.099,16.0
BLUMENAU,2018-12-31,ETANOL HIDRATADO,SANTA CATARINA,SUL,3.41,3.16,3.699,17.0
DOURADOS,2019-01-31,ETANOL HIDRATADO,MATO GROSSO DO SUL,CENTRO OESTE,3.4371290322580643,3.239483870967742,3.5949354838709677,45.0
JAU,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.586225806451613,2.464806451612903,2.682870967741936,65.0
JOAO MONLEVADE,2018-12-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.894,2.79,3.039,8.0
NOVA ANDRADINA,2019-01-31,ETANOL HIDRATADO,MATO GROSSO DO SUL,CENTRO OESTE,3.3154516129032254,3.1096129032258064,3.566741935483871,30.0
CAICO,2018-12-31,ÓLEO DIESEL,RIO GRANDE DO NORTE,NORDESTE,3.58,3.57,3.59,6.0
LIMEIRA,2018-12-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.252,3.049,3.699,14.0
SAO LUIZ GONZAGA,2019-01-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.3390322580645155,3.2667741935483874,3.4574193548387093,23.0
ITAPETININGA,2018-12-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.454,3.199,3.699,11.0
ITAPOLIS,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.4009032258064518,3.2119032258064513,3.499,32.0
NOVA LIMA,2019-01-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.75316129032258,3.6079677419354836,4.025806451612903,30.0
OSORIO,2019-01-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.350774193548387,3.142290322580645,3.662838709677419,27.0
PALHOCA,2018-12-31,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.454,3.398,3.599,16.0
IRECE,2019-01-31,GASOLINA COMUM,BAHIA,NORDESTE,4.490967741935484,4.39,4.659806451612903,33.0
SANTA INES,2018-12-31,GASOLINA COMUM,MARANHAO,NORDESTE,4.514,4.409,4.699,6.0
VIAMAO,2019-01-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.401354838709677,4.3306129032258065,4.498677419354839,30.0
CACADOR,2019-01-31,GLP,SANTA CATARINA,SUL,75.36564516129032,70.16129032258064,78.38709677419354,15.0
CAMPO MOURAO,2019-01-31,GLP,PARANA,SUL,77.1503870967742,75.0,82.0,45.0
CAMPOS DOS GOYTACAZES,2019-01-31,GLP,RIO DE JANEIRO,SUDESTE,64.344,57.322580645161295,79.0,80.0
GUANAMBI,2018-12-31,GLP,BAHIA,NORDESTE,60.0,60.0,60.0,15.0
JACAREI,2019-01-31,GLP,SAO PAULO,SUDESTE,63.72516129032258,58.77419354838709,67.09677419354838,45.0
JOINVILLE,2019-01-31,GLP,SANTA CATARINA,SUL,71.43225806451612,68.6774193548387,78.74193548387096,25.0
PARANAVAI,2019-02-28,ETANOL HIDRATADO,PARANA,SUL,2.7807142857142857,2.5854642857142855,3.072142857142857,35.0
TRES LAGOAS,2019-02-28,ETANOL HIDRATADO,MATO GROSSO DO SUL,CENTRO OESTE,3.474607142857143,3.2650357142857143,3.6168571428571434,58.0
CURVELO,2019-02-28,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.4255714285714287,3.2981785714285716,3.5993214285714283,22.0
ERECHIM,2019-02-28,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.425964285714286,3.2397142857142858,3.5591428571428567,39.0
JOINVILLE,2019-02-28,ÓLEO DIESEL,SANTA CATARINA,SUL,3.2753571428571426,3.1429285714285715,3.396857142857143,36.0
TERESOPOLIS,2019-02-28,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.3222500000000004,3.29,3.399,19.0
ANANINDEUA,2019-02-28,ÓLEO DIESEL S10,PARA,NORTE,3.685785714285714,3.3577500000000002,3.899,40.0
BRAGANCA PAULISTA,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.4505357142857145,3.219607142857143,3.585285714285714,45.0
NILOPOLIS,2019-02-28,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.6094642857142856,3.438214285714286,3.8168571428571427,14.0
SANTA CRUZ DO CAPIBARIBE,2019-02-28,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.475821428571429,3.44,3.599,48.0
CACOAL,2019-02-28,GASOLINA COMUM,RONDONIA,NORTE,4.446642857142857,4.418214285714286,4.551071428571428,40.0
LAGUNA,2019-02-28,GNV,SANTA CATARINA,SUL,2.0011071428571428,2.0011071428571428,2.0011071428571428,3.0
CURVELO,2019-03-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.2070322580645163,2.9561290322580644,3.3635806451612904,42.0
BARRA DO CORDA,2019-03-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.5306451612903222,3.479354838709677,3.5706451612903227,18.0
ITAMARAJU,2019-03-31,ÓLEO DIESEL,BAHIA,NORDESTE,3.5716451612903226,3.39,3.781935483870967,18.0
GOIATUBA,2019-03-31,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.6322258064516126,3.450193548387097,3.7661935483870965,54.0
JAGUAQUARA,2019-03-31,ÓLEO DIESEL S10,BAHIA,NORDESTE,3.475548387096774,3.4273870967741935,3.5398709677419355,28.0
CASTANHAL,2019-03-31,GASOLINA COMUM,PARA,NORTE,4.3224838709677424,4.15,4.428677419354838,42.0
JOAO MONLEVADE,2019-03-31,GASOLINA COMUM,MINAS GERAIS,SUDESTE,4.461516129032258,4.35341935483871,4.562354838709677,42.0
SAO JOSE DO RIO PRETO,2019-03-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.152290322580646,3.9328709677419353,4.412548387096773,124.0
DIVINOPOLIS,2019-03-31,GLP,MINAS GERAIS,SUDESTE,69.88616129032258,60.0,75.0,102.0
MARABA,2019-03-31,GLP,PARA,NORTE,84.09693548387096,81.83870967741936,85.0,40.0
MOSSORO,2019-03-31,GNV,RIO GRANDE DO NORTE,NORDESTE,2.745806451612903,2.723225806451613,2.7683870967741933,9.0
APUCARANA,2019-04-30,ETANOL HIDRATADO,PARANA,SUL,2.9999333333333333,2.85,3.1806666666666668,65.0
CORNELIO PROCOPIO,2019-04-30,ETANOL HIDRATADO,PARANA,SUL,3.0750333333333333,2.896666666666667,3.2166666666666672,30.0
GARCA,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.856866666666667,2.732333333333333,3.0376666666666674,35.0
GRAVATAI,2019-04-30,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,4.008966666666666,3.8562333333333334,4.250333333333334,29.0
PRESIDENTE PRUDENTE,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8563666666666667,2.7315333333333336,2.923,100.0
CAMETA,2019-04-30,ÓLEO DIESEL,PARA,NORTE,3.8433333333333333,3.833333333333333,3.853333333333333,6.0
MORRINHOS,2019-04-30,ÓLEO DIESEL,GOIAS,CENTRO OESTE,3.4908,3.3999000000000006,3.5343333333333335,55.0
FORMOSA,2019-04-30,ÓLEO DIESEL S10,GOIAS,CENTRO OESTE,3.8069333333333333,3.5290000000000004,3.9323333333333337,55.0
PIRIPIRI,2019-04-30,GASOLINA COMUM,PIAUI,NORDESTE,4.639566666666667,4.486666666666666,4.755666666666667,25.0
GOIATUBA,2019-04-30,GLP,GOIAS,CENTRO OESTE,77.9998,75.0,83.99999999999999,15.0
APUCARANA,2019-05-31,ETANOL HIDRATADO,PARANA,SUL,2.996967741935484,2.8419354838709676,3.1312903225806448,65.0
LAVRAS,2019-05-31,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.3701290322580646,3.2264193548387095,3.54858064516129,45.0
MOGI MIRIM,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.8307096774193545,2.545774193548387,3.069967741935484,60.0
PATOS,2019-05-31,ETANOL HIDRATADO,PARAIBA,NORDESTE,3.617870967741936,3.5741935483870964,3.677096774193548,28.0
PRESIDENTE VENCESLAU,2019-05-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.9369032258064514,2.8113870967741934,3.077129032258064,50.0
CORUMBA,2019-05-31,ÓLEO DIESEL,MATO GROSSO DO SUL,CENTRO OESTE,3.8991935483870965,3.806774193548387,3.9590322580645165,27.0
DIVINOPOLIS,2019-05-31,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.729096774193548,3.655258064516129,3.8116451612903224,14.0
ITAUNA,2019-05-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.817064516129032,3.6959032258064513,3.9427419354838706,21.0
MOSSORO,2019-05-31,GASOLINA COMUM,RIO GRANDE DO NORTE,NORDESTE,4.747612903225806,4.6896774193548385,4.811387096774193,85.0
CRICIUMA,2019-05-31,GNV,SANTA CATARINA,SUL,2.8969999999999994,2.88958064516129,2.899,20.0
LONDRINA,2019-06-30,ÓLEO DIESEL,PARANA,SUL,3.4387999999999996,3.2640000000000002,3.6206666666666663,62.0
PAULO AFONSO,2019-06-30,ÓLEO DIESEL,BAHIA,NORDESTE,3.778333333333333,3.7198,3.907433333333333,36.0
BIGUACU,2019-06-30,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.6162000000000005,3.499,3.7729999999999997,49.0
CAMPINA GRANDE,2019-06-30,GASOLINA COMUM,PARAIBA,NORDESTE,4.545866666666667,4.4415,4.6345,78.0
JUAZEIRO DO NORTE,2019-06-30,GASOLINA COMUM,CEARA,NORDESTE,4.793266666666668,4.696533333333333,4.870666666666667,66.0
JUAZEIRO,2019-06-30,GLP,BAHIA,NORDESTE,58.594133333333325,53.53333333333333,61.0,36.0
ARARIPINA,2019-07-31,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.8521290322580644,3.7629032258064514,3.8999999999999995,35.0
ITU,2019-07-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.593516129032258,2.399,2.999,70.0
SOBRAL,2019-07-31,ETANOL HIDRATADO,CEARA,NORDESTE,3.8652903225806448,3.7392258064516124,3.956451612903226,50.0
NOVA FRIBURGO,2019-07-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.4919677419354835,3.3121290322580648,3.646741935483871,45.0
NOVA LIMA,2019-07-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.7967096774193547,3.599,4.385258064516129,30.0
RECIFE,2019-07-31,ÓLEO DIESEL S10,PERNAMBUCO,NORDESTE,3.6012258064516125,3.3915806451612904,3.816516129032258,128.0
CANOAS,2019-07-31,GASOLINA COMUM,RIO GRANDE DO SUL,SUL,4.460612903225806,4.127322580645161,4.630612903225806,85.0
LAGARTO,2019-07-31,GASOLINA COMUM,SERGIPE,NORDESTE,4.2783870967741935,4.228709677419355,4.38741935483871,25.0
ASSIS CHATEAUBRIAND,2019-07-31,GLP,PARANA,SUL,81.46774193548387,78.87096774193549,84.99999999999999,20.0
OLIMPIA,2019-07-31,GLP,SAO PAULO,SUDESTE,54.14522580645162,51.83870967741935,60.45161290322581,30.0
SOROCABA,2019-07-31,GNV,SAO PAULO,SUDESTE,3.299,3.299,3.299,5.0
APARECIDA DE GOIANIA,2019-08-31,ETANOL HIDRATADO,GOIAS,CENTRO OESTE,2.58,2.49,2.699,13.0
LIMOEIRO DO NORTE,2019-08-31,ETANOL HIDRATADO,CEARA,NORDESTE,3.797,3.699,3.899,4.0
SAO FRANCISCO DE ITABAPOANA,2019-08-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,4.111,3.96,4.199,7.0
SAO JOAO DE MERITI,2019-08-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.59,3.299,3.799,11.0
CANOAS,2019-08-31,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.325,3.19,3.499,10.0
ITAQUAQUECETUBA,2019-08-31,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.482,3.399,3.499,6.0
ACAILANDIA,2019-08-31,ÓLEO DIESEL S10,MARANHAO,NORDESTE,3.752,3.649,3.829,7.0
ARAPIRACA,2019-08-31,ÓLEO DIESEL S10,ALAGOAS,NORDESTE,3.73,3.49,3.82,12.0
PORTO VELHO,2019-08-31,ÓLEO DIESEL S10,RONDONIA,NORTE,3.873,3.579,4.05,20.0
ITAPETININGA,2019-08-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.168,3.989,4.52,14.0
ARAGUAINA,2019-08-31,GLP,TOCANTINS,NORTE,82.083,80.0,90.0,12.0
CRUZ ALTA,2019-01-31,ETANOL HIDRATADO,RIO GRANDE DO SUL,SUL,3.9839677419354835,3.8889999999999993,4.107354838709678,20.0
EMBU DAS ARTES,2019-01-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.69158064516129,2.509354838709677,2.8219354838709676,60.0
MONTE ALTO,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.622,2.47,2.799,10.0
OURINHOS,2018-12-31,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.704,2.549,2.799,16.0
TERESOPOLIS,2019-01-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.202,2.9549354838709676,3.72158064516129,65.0
ARACRUZ,2018-12-31,ÓLEO DIESEL,ESPIRITO SANTO,SUDESTE,3.408,3.05,3.86,4.0
LONDRINA,2019-01-31,ÓLEO DIESEL,PARANA,SUL,3.2968709677419357,3.11258064516129,3.4959032258064515,55.0
SAPUCAIA,2018-12-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.267,3.199,3.449,9.0
CONTAGEM,2019-01-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.4865161290322577,3.3383870967741935,3.7555806451612903,55.0
ITAJAI,2019-01-31,ÓLEO DIESEL S10,SANTA CATARINA,SUL,3.4351612903225806,3.143064516129032,3.8955161290322584,49.0
MAGE,2019-01-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.5991290322580642,3.4096129032258067,3.793483870967742,26.0
RIO CLARO,2019-01-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.3241612903225803,3.099,3.5828709677419357,65.0
SOUSA,2018-12-31,ÓLEO DIESEL S10,PARAIBA,NORDESTE,3.701,3.51,3.819,7.0
TATUI,2018-12-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.355,3.099,3.599,8.0
CRATO,2018-12-31,GASOLINA COMUM,CEARA,NORDESTE,4.535,4.49,4.55,9.0
TUPA,2018-12-31,GASOLINA COMUM,SAO PAULO,SUDESTE,4.372,4.299,4.459,11.0
ARACATUBA,2018-12-31,GLP,SAO PAULO,SUDESTE,65.824,62.0,70.0,17.0
ARARAQUARA,2018-12-31,GLP,SAO PAULO,SUDESTE,77.833,73.0,83.0,12.0
BRAGANCA PAULISTA,2019-01-31,GLP,SAO PAULO,SUDESTE,64.77674193548387,60.0,69.9,35.0
IRECE,2018-12-31,GLP,BAHIA,NORDESTE,58.167,55.0,64.0,6.0
MANHUACU,2019-01-31,GLP,MINAS GERAIS,SUDESTE,70.833,65.0,75.0,30.0
OURO PRETO,2019-01-31,GLP,MINAS GERAIS,SUDESTE,75.41935483870968,72.67741935483872,78.32258064516128,20.0
JABOATAO DOS GUARARAPES,2018-12-31,GNV,PERNAMBUCO,NORDESTE,2.699,2.699,2.699,2.0
FORMIGA,2019-02-28,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,3.16325,3.058107142857143,3.1995,35.0
PAULISTA,2019-02-28,ETANOL HIDRATADO,PERNAMBUCO,NORDESTE,3.035392857142857,2.9254285714285713,3.249,55.0
POCOS DE CALDAS,2019-02-28,ETANOL HIDRATADO,MINAS GERAIS,SUDESTE,2.877821428571429,2.7379285714285717,3.037892857142857,55.0
ITAMARAJU,2019-02-28,ÓLEO DIESEL,BAHIA,NORDESTE,3.532107142857143,3.3900000000000006,3.7079285714285715,15.0
CATANDUVA,2019-02-28,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.4760714285714287,3.3257857142857143,3.7015000000000002,51.0
CAXIAS,2019-02-28,GASOLINA COMUM,MARANHAO,NORDESTE,4.211035714285714,4.0457857142857145,4.44525,45.0
BELO HORIZONTE,2019-02-28,GLP,MINAS GERAIS,SUDESTE,65.161,60.0,75.0,120.0
ITAQUAQUECETUBA,2019-02-28,GLP,SAO PAULO,SUDESTE,60.92,53.386071428571434,68.28571428571429,60.0
PATOS,2019-02-28,GLP,PARAIBA,NORDESTE,66.0,62.5,70.0,20.0
MOGI DAS CRUZES,2019-02-28,GNV,SAO PAULO,SUDESTE,2.043892857142857,2.043892857142857,2.043892857142857,5.0
CAMPOS DOS GOYTACAZES,2019-03-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,3.6652903225806455,3.353322580645161,4.141967741935484,100.0
PALMAS,2019-03-31,ETANOL HIDRATADO,TOCANTINS,NORTE,3.596,3.3575161290322577,3.827516129032258,57.0
RESENDE,2019-03-31,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,4.115193548387097,3.597741935483871,4.340354838709677,66.0
DUQUE DE CAXIAS,2019-03-31,ÓLEO DIESEL,RIO DE JANEIRO,SUDESTE,3.50316129032258,3.314806451612903,3.7886774193548387,72.0
ARAGUARI,2019-03-31,ÓLEO DIESEL S10,MINAS GERAIS,SUDESTE,3.6326451612903226,3.4546451612903226,3.7606129032258067,84.0
BIRIGUI,2019-03-31,ÓLEO DIESEL S10,SAO PAULO,SUDESTE,3.5183870967741937,3.360967741935484,3.725064516129032,71.0
ITAGUAI,2019-03-31,GASOLINA COMUM,RIO DE JANEIRO,SUDESTE,4.74716129032258,4.669838709677419,4.799,42.0
ALEGRETE,2019-03-31,GLP,RIO GRANDE DO SUL,SUL,71.40790322580645,69.0,76.41935483870967,42.0
SANTO ANTONIO DA PLATINA,2019-03-31,ETANOL HIDRATADO,PARANA,SUL,3.081967741935484,2.913225806451613,3.1879032258064517,48.0
ANGRA DOS REIS,2019-04-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,4.260133333333333,4.1122,4.414866666666667,30.0
BARRA DO PIRAI,2019-04-30,ETANOL HIDRATADO,RIO DE JANEIRO,SUDESTE,4.136233333333333,3.8361333333333336,4.322133333333333,45.0
BRAGANCA,2019-04-30,ETANOL HIDRATADO,PARA,NORTE,3.643,3.6159999999999997,3.6699999999999995,6.0
CONCEICAO DO ARAGUAIA,2019-04-30,ETANOL HIDRATADO,PARA,NORTE,3.9500000000000006,3.9500000000000006,3.9500000000000006,5.0
VARZEA PAULISTA,2019-04-30,ETANOL HIDRATADO,SAO PAULO,SUDESTE,2.9112999999999998,2.8016666666666667,3.0556666666666663,50.0
CAMPO BELO,2019-04-30,ÓLEO DIESEL,MINAS GERAIS,SUDESTE,3.6191999999999998,3.5463333333333336,3.67,27.0
CRUZ ALTA,2019-04-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.471566666666667,3.3891999999999998,3.5881,35.0
PARANAVAI,2019-04-30,ÓLEO DIESEL,PARANA,SUL,3.3853000000000004,3.23,3.5233333333333334,20.0
SAO JOAO DA BOA VISTA,2019-04-30,ÓLEO DIESEL,SAO PAULO,SUDESTE,3.3759333333333332,3.1989999999999994,3.529466666666667,59.0
SERRINHA,2019-04-30,ÓLEO DIESEL,BAHIA,NORDESTE,3.52,3.4144666666666668,3.5933333333333337,17.0
VIAMAO,2019-04-30,ÓLEO DIESEL,RIO GRANDE DO SUL,SUL,3.4578,3.3617666666666666,3.552333333333334,21.0
CAMPO GRANDE,2019-04-30,GASOLINA COMUM,MATO GROSSO DO SUL,CENTRO OESTE,4.082333333333334,3.966066666666667,4.384566666666667,214.0
ALAGOINHAS,2019-04-30,GLP,BAHIA,NORDESTE,65.53336666666667,64.3,67.3,15.0
CONTAGEM,2019-04-30,GLP,MINAS GERAIS,SUDESTE,70.4317,64.69999999999999,79.00000000000001,65.0
LAGARTO,2019-04-30,GLP,SERGIPE,NORDESTE,65.0,65.0,65.0,20.0
PINHAIS,2019-04-30,GLP,PARANA,SUL,67.7,65.0,71.0,80.0
PONTA GROSSA,2019-04-30,GLP,PARANA,SUL,67.20273333333334,62.50000000000001,74.8,60.0
SAO CARLOS,2019-04-30,GLP,SAO PAULO,SUDESTE,77.14156666666668,71.92333333333333,87.0,65.0
JAGUAQUARA,2019-05-31,ETANOL HIDRATADO,BAHIA,NORDESTE,3.463741935483871,3.367516129032258,3.603741935483871,35.0
PICOS,2019-05-31,ETANOL HIDRATADO,PIAUI,NORDESTE,3.7199032258064513,3.642258064516129,3.7845161290322578,24.0
BALSAS,2019-05-31,ÓLEO DIESEL,MARANHAO,NORDESTE,3.782096774193548,3.585806451612903,3.936774193548387,35.0
ALEGRETE,2019-05-31,ÓLEO DIESEL S10,RIO GRANDE DO SUL,SUL,3.785774193548387,3.746741935483871,3.8350322580645155,23.0
ANGRA DOS REIS,2019-05-31,ÓLEO DIESEL S10,RIO DE JANEIRO,SUDESTE,3.966322580645161,3.895225806451613,4.038935483870968,30.0
